# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
                            9**********96 PP

>> C0HKC9|reviewed|Sperm  motility kinase 3B|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.9   5.9e-06   7.9e-06       1      13 []     143     155 ..     143     155 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.9e-06
                PS00108   1 iiHRDlKPeNiLl 13 
                            i+HRDlKP+Ni++
  C0HKC9|reviewed|Sperm 143 IVHRDLKPDNIMV 155
                            9**********96 PP

>> Q4WKP8|reviewed|Serine/threonine-protein  kinase/endoribonuclease ireA|taxID:330879
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   0.3   6.3e-06   8.4e-06       1      13 []     828     840 ..     828     840 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.3e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKP+NiL+
  Q4WKP8|reviewed|Serine/threonine-protein 828 IVHRDLKPQNILV 840
                                               9***********7 PP

>> O43781|reviewed|Dual  specificity tyrosine-phosphorylation-regulated kinase 3|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   1.2   6.4e-06   8.7e-06       1      13 []     331     343 ..     331     343 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.4e-06
               PS00108   1 iiHRDlKPeNiLl 13 
                           iiH+DlKPeNiLl
  O43781|reviewed|Dual 331 IIHCDLKPENILL 343
                           9***********8 PP

>> Q5QN75|reviewed|Mitogen-activated  protein kinase kinase 1|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   0.4   6.3e-06   8.5e-06       1      13 []     189     201 ..     189     201 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.3e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        +iHRD+KP+N+L+
  Q5QN75|reviewed|Mitogen-activated 189 VIHRDIKPSNLLV 201
                                        8**********97 PP

>> Q9SZM3|reviewed|Calcium-dependent  protein kinase 26|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   0.1   6.1e-06   8.2e-06       1      13 []     144     156 ..     144     156 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.1e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+Ll
  Q9SZM3|reviewed|Calcium-dependent 144 VMHRDLKPENFLL 156
                                        79**********8 PP

>> Q8SSA8|reviewed|Probable  serine/threonine-protein kinase CHK1 homolog|taxID:284813
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.1   0.5   6.9e-06   9.3e-06       1      13 []     117     129 ..     117     129 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.1 bits;  conditional E-value: 6.9e-06
                   PS00108   1 iiHRDlKPeNiLl 13 
                               i+HRD+KPeN L+
  Q8SSA8|reviewed|Probable 117 ICHRDIKPENMLI 129
                               89*********97 PP

>> Q9TXJ0|reviewed|Calcium/calmodulin-dependent  protein kinase type 1|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.2   5.8e-06   7.8e-06       1      12 [.     140     151 ..     140     152 .. 0.93

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.8e-06
                                       PS00108   1 iiHRDlKPeNiL 12 
                                                   ++HRDlKPeN+L
  Q9TXJ0|reviewed|Calcium/calmodulin-dependent 140 VVHRDLKPENLL 151
                                                   79*********9 PP

>> Q5EDC3|reviewed|Cyclin-dependent  kinase 20|taxID:9544
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.6   0.6   4.8e-06   6.5e-06       1      13 []     123     135 ..     123     135 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.6 bits;  conditional E-value: 4.8e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i+HRDlKP+N+L+
  Q5EDC3|reviewed|Cyclin-dependent 123 IVHRDLKPANLLI 135
                                       9***********7 PP

>> C0LGL9|reviewed|LRR  receptor-like serine/threonine-protein kinase FEI 2|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.8   0.7   8.1e-06   1.1e-05       1      13 []     423     435 ..     423     435 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.8 bits;  conditional E-value: 8.1e-06
              PS00108   1 iiHRDlKPeNiLl 13 
                          iiHRD+K++NiLl
  C0LGL9|reviewed|LRR 423 IIHRDIKSSNILL 435
                          9***********8 PP

>> O94168|reviewed|Carbon  catabolite-derepressing protein kinase|taxID:5482
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   24.3   0.7   2.8e-06   3.7e-06       1      13 []     170     182 ..     170     182 .. 0.97

  Alignments for each domain:
  == domain 1  score: 24.3 bits;  conditional E-value: 2.8e-06
                 PS00108   1 iiHRDlKPeNiLl 13 
                             i+HRDlKPeN+Ll
  O94168|reviewed|Carbon 170 IVHRDLKPENLLL 182
                             9***********8 PP

>> P52497|reviewed|Carbon  catabolite-derepressing protein kinase|taxID:5476
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   24.3   0.7   2.8e-06   3.7e-06       1      13 []     171     183 ..     171     183 .. 0.97

  Alignments for each domain:
  == domain 1  score: 24.3 bits;  conditional E-value: 2.8e-06
                 PS00108   1 iiHRDlKPeNiLl 13 
                             i+HRDlKPeN+Ll
  P52497|reviewed|Carbon 171 IVHRDLKPENLLL 183
                             9***********8 PP

>> Q19469|reviewed|Serine/threonine  kinase SAD-1|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   0.5   6.2e-06   8.3e-06       1      13 []     165     177 ..     165     177 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.2e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i+HRDlKPeN+Ll
  Q19469|reviewed|Serine/threonine 165 ICHRDLKPENLLL 177
                                       89**********8 PP

>> G5EDF7|reviewed|Dual  specificity mitogen-activated protein kinase kinase sek-1|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.7   5.2e-06     7e-06       1      13 []     172     184 ..     172     184 .. 0.94

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.2e-06
               PS00108   1 iiHRDlKPeNiLl 13 
                           +iHRD+KP+NiLl
  G5EDF7|reviewed|Dual 172 LIHRDVKPSNILL 184
                           59**********8 PP

>> Q9FGW5|reviewed|Cyclin-dependent  kinase G1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   0.5   7.1e-06   9.5e-06       1      13 []     422     434 ..     422     434 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.1e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       iiHRDlKP+N+L+
  Q9FGW5|reviewed|Cyclin-dependent 422 IIHRDLKPSNLLM 434
                                       9**********96 PP

>> Q3S406|reviewed|Glycogen  synthase kinase 1|taxID:318829
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   0.3   7.3e-06   9.8e-06       1      13 []     156     168 ..     156     168 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.3e-06
                   PS00108   1 iiHRDlKPeNiLl 13 
                               i+HRD+KP+N+Ll
  Q3S406|reviewed|Glycogen 156 ICHRDIKPQNLLL 168
                               89**********8 PP

>> P28582|reviewed|Calcium-dependent  protein kinase|taxID:4039
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.1   0.1   6.8e-06   9.2e-06       1      13 []     201     213 ..     201     213 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.1 bits;  conditional E-value: 6.8e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+Ll
  P28582|reviewed|Calcium-dependent 201 VMHRDLKPENFLL 213
                                        79**********8 PP

>> Q8LEB6|reviewed|Probable  receptor-like protein kinase At5g18500|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.2     2e-05   2.7e-05       1      13 []     288     300 ..     288     300 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               ++HRD+K++NiL+
  Q8LEB6|reviewed|Probable 288 VVHRDIKSSNILI 300
                               79**********8 PP

>> P53681|reviewed|CDPK-related  protein kinase|taxID:4039
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   0.1     8e-06   1.1e-05       1      13 []     272     284 ..     272     284 .. 0.93

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 8e-06
                       PS00108   1 iiHRDlKPeNiLl 13 
                                   ++HRDlKPeN+L+
  P53681|reviewed|CDPK-related 272 VVHRDLKPENFLF 284
                                   79*********96 PP

>> Q9FX43|reviewed|Mitogen-activated  protein kinase kinase 9|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.4   0.6   5.3e-06   7.1e-06       1      13 []     163     175 ..     163     175 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.4 bits;  conditional E-value: 5.3e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        i+HRD+KP+N+Ll
  Q9FX43|reviewed|Mitogen-activated 163 IVHRDIKPANLLL 175
                                        9***********8 PP

>> G4NH08|reviewed|Glycogen  synthase kinase 1|taxID:242507
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   0.3   7.3e-06   9.8e-06       1      13 []     156     168 ..     156     168 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.3e-06
                   PS00108   1 iiHRDlKPeNiLl 13 
                               i+HRD+KP+N+Ll
  G4NH08|reviewed|Glycogen 156 ICHRDIKPQNLLL 168
                               89**********8 PP

>> P25390|reviewed|Serine/threonine-protein  kinase SSK22|taxID:559292
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   24.3   0.6   2.9e-06   3.8e-06       1      13 []    1154    1166 ..    1154    1166 .. 0.96

  Alignments for each domain:
  == domain 1  score: 24.3 bits;  conditional E-value: 2.9e-06
                                   PS00108    1 iiHRDlKPeNiLl 13  
                                                ++HRD+KPeNiLl
  P25390|reviewed|Serine/threonine-protein 1154 VVHRDIKPENILL 1166
                                                79**********8 PP

>> Q9ZUZ2|reviewed|CDPK-related  kinase 3|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   0.1   7.9e-06   1.1e-05       1      13 []     267     279 ..     267     279 .. 0.93

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 7.9e-06
                       PS00108   1 iiHRDlKPeNiLl 13 
                                   ++HRDlKPeN+L+
  Q9ZUZ2|reviewed|CDPK-related 267 VVHRDLKPENFLF 279
                                   79*********96 PP

>> F4IRW0|reviewed|Serine/threonine-protein  kinase ATG1c|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
